ateneo	gruppo	codice	nome
70024	14	0500106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70024	13	0500106203800002	tecniche di allevamento animale ed educazione cinofila (L-38)
70024	14	0500106204800004	tecniche di laboratorio biomedico (L/SNT3)
70024	14	0500106204800006	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70024	14	0500106204700010	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70024	13	0500106202600002	viticoltura ed enologia (L-26)
70026	10	0580106203100003	applied computer science and artificial intelligence - informatica applicata e intelligenza artificiale (L-31)
70026	2	0580104009300001	arti e scienze dello spettacolo (23)
70026	14	0580106204900002	assistenza sanitaria (L/SNT4)
70026	9	0580106200200003	bioinformatics - bioinformatica (L-2)
70026	9	0580106200200002	biotecnologie (L-2)
70026	9	0580106200200001	biotecnologie agro-alimentari e industriali (L-2)
70026	9	0580106202700004	chimica industriale (L-27)
70026	3	0580106201000006	classics - già civiltà e letterature classiche (L-10)
70026	4	0580106201100004	comunicazione e interpretariato in lingua dei segni italiana (L-11)
70026	5	0580106202000002	comunicazione pubblica e d'impresa (L-20)
70026	5	0580106202000001	comunicazione, tecnologie e culture digitali (L-20)
70026	5	0580106203700001	cooperazione internazionale e sviluppo (L-37)
70026	2	0580106200400001	design - già disegno industriale (L-4)
70026	14	0580106204800008	dietistica (L/SNT3)
70026	8	0580106201400001	diritto e amministrazione pubblica (L-14)
70026	6	0580104005700009	discipline della ricerca psicologico-sociale (34)
70026	7	0580106203300002	economia e finanza - già scienze economiche (L-33)
70026	3	0580106200500005	filosofia (L-5)
70026	3	0580106200500006	filosofia e intelligenza artificiale (L-5)
70026	9	0580106203000001	fisica (L-30)
70026	9	0580104005200002	fisica e astrofisica (25)
70026	14	0580106204700016	fisioterapia - Facoltà di Farmacia e Medicina (L/SNT2)
70026	14	0580106204700001	fisioterapia - Facoltà di Medicina e Odontoiatria (L/SNT2)
70026	14	0580106204700007	fisioterapia - Facoltà di Medicina e Psicologia (L/SNT2)
70026	11	0580106202300004	gestione del processo edilizio - project management (L-23)
70026	3	0580106204200005	global humanities - studi umanistici globali (L-42)
70026	14	0580106204800007	igiene dentale - sede di Latina (L/SNT3)
70026	14	0580106204800018	igiene dentale - sedi di Roma e Isernia (L/SNT3)
70026	14	0580106204600013	infermieristica - Facoltà di Farmacia e Medicina (L/SNT1)
70026	14	0580106204600002	infermieristica - Facoltà di Medicina e Odontoiatria (L/SNT1)
70026	14	0580106204600007	infermieristica - Facoltà di Medicina e Psicologia (L/SNT1)
70026	14	0580106204600005	infermieristica pediatrica (L/SNT1)
70026	10	0580106203100001	informatica (L-31)
70026	10	0580106203100002	informatica - interateneo (L-31)
70026	12	0580106200900003	ingegneria aerospaziale (L-9)
70026	12	0580106200900001	ingegneria chimica (L-9)
70026	11	0580106200700003	ingegneria civile (L-7)
70026	12	0580106200900010	ingegneria clinica (L-9)
70026	11	0580106200700006	ingegneria dell'ambiente per lo sviluppo sostenibile - già ingegneria ambientale e industriale (L-7, ex L-9)
70026	11	0580106200700001	ingegneria dell'ambiente, del territorio e delle risorse (L-7)
70026	12	0580106200900007	ingegneria dell'energia elettrica - già ingegneria elettrotecnica (L-9)
70026	12	0580106200800008	ingegneria dell'informazione (L-8)
70026	12	0580106200800010	ingegneria delle telecomunicazioni - già ingegneria delle comunicazioni (L-8)
70026	12	0580106200800007	ingegneria elettronica (L-8)
70026	12	0580106200900004	ingegneria energetica (L-9)
70026	12	0580106200800011	ingegneria gestionale (L-8)
70026	12	0580106200800004	ingegneria informatica e automatica (L-8)
70026	12	0580104000500004	ingegneria meccanica (10)
70026	12	0580106200900012	ingegneria meccanica (L-9)
70026	11	0580106200700004	ingegneria per l'ambiente e il territorio (L-7)
70026	11	0580104000100008	ingegneria per l'edilizia e il territorio - già ingegneria edile (4)
70026	3	0580106201000005	letteratura musica spettacolo (L-10)
70026	3	0580106201000003	lettere classiche (L-10)
70026	3	0580106201000004	lettere moderne (L-10)
70026	4	0580106201100001	lingue e civiltà orientali (L-11)
70026	4	0580106201100003	lingue, culture, letterature, traduzione - già lingue e culture del mondo moderno (L-11)
70026	14	0580106204700006	logopedia (L/SNT2)
70026	7	0580106201800005	management e diritto d'impresa (L-18)
70026	9	0580106203500001	matematica (L-35)
70026	4	0580106201200002	mediazione linguistica e interculturale (L-12)
70026	9	0580106202900002	molecular biology, medicinal chemistry and computer science for pharmaceutical applications - biologia molecolare, chimica farmaceutica e informatica per applicazioni farmaceutiche (L-29)
70026	14	0580106204600014	nursing - infermieristica (L/SNT1)
70026	14	0580106204700004	ortottica ed assistenza oftalmologica (L/SNT2)
70026	14	0580106204600006	ostetricia - Facoltà di Medicina e Odontoiatria (L/SNT1)
70026	14	0580106204600012	ostetricia - Facoltà di Medicina e Psicologia (L/SNT1)
70026	11	0580104000200003	pianificazione e gestione del territorio e dell'ambiente (7)
70026	14	0580106204700015	podologia (L/SNT2)
70026	11	0580106205400001	professioni tecniche per l'edilizia e il territorio (L-P01)
70026	6	0580106202400011	psicologia e processi sociali - già scienze psicologiche (L-24)
70026	6	0580106202400002	psicologia e salute - già scienze e tecniche psicologiche per l'analisi dei processi psichici nello sviluppo e nella salute (L-24)
70026	7	0580106203300005	relazioni economiche e finanziarie internazionali - già relazioni economiche internazionali (L-33)
70026	9	0580106203200001	scienze ambientali (L-32)
70026	5	0580106201600002	scienze amministrative, politiche ed economiche - già scienze dell'amministrazione e dell'organizzazione (L-16)
70026	2	0580104008700001	scienze archeologiche (13)
70026	2	0580106200100010	scienze archeologiche - già archeologia e culture dell'oriente e dell'occidente (L-1)
70026	2	0580106200100008	scienze archivistiche e librarie (L-1)
70026	7	0580106201800003	scienze aziendali - già economia e commercio (L-18)
70026	9	0580104005500001	scienze biologiche (12)
70026	9	0580106201300001	scienze biologiche (L-13)
70026	9	0580106202700001	scienze chimiche - già chimica (L-27)
70026	7	0580106201500001	scienze del turismo sostenibile - già scienze del turismo (L-15)
70026	11	0580106201700006	scienze dell'architettura (L-17)
70026	11	0580106201700004	scienze dell'architettura - già scienze dell'architettura e della città (L-17)
70026	1	0580106201900001	scienze dell'educazione e della formazione (L-19)
70026	2	0580104009300002	scienze della moda e del costume (23)
70026	2	0580106200300001	scienze della moda e del costume (L-3)
70026	14	0580106203900001	scienze e tecniche del servizio sociale (L-39)
70026	6	0580106202400012	scienze e tecniche psicologiche (L-24)
70026	6	0580104005700001	scienze e tecniche psicologiche della valutazione e della consulenza clinica - già scienze e tecniche psicologiche per l'analisi dei processi cognitivi normali e patologici (34)
70026	6	0580104005700002	scienze e tecniche psicologiche dello sviluppo e della salute in età evolutiva (34)
70026	6	0580104005700008	scienze e tecniche psicologico-sociali di analisi e intervento nel lavoro, nelle organizzazioni, nelle istituzioni (34)
70026	5	0580104009200001	scienze e tecnologie della comunicazione (14)
70026	5	0580106200600002	scienze e tecnologie geografiche per l'ambiente e la salute - già scienze geografiche per l'ambiente e la salute (L-6)
70026	9	0580106202900001	scienze farmaceutiche applicate (L-29)
70026	9	0580106203400001	scienze geologiche (L-34)
70026	9	0580106203500002	scienze matematiche per l'intelligenza artificiale (L-35)
70026	9	0580106203200002	scienze naturali (L-32)
70026	5	0580106203600001	scienze politiche e relazioni internazionali (L-36)
70026	5	0580104017200002	scienze sociali per il governo, l'organizzazione e le risorse umane (36)
70026	7	0580106205300001	scienze, culture e politiche gastronomiche per il benessere (L/GASTR)
70026	14	0580106203900002	servizio sociale (L-39)
70026	5	0580104017200001	sociologia (36)
70026	5	0580106204000001	sociologia (L-40)
70026	9	0580106204100001	statistica gestionale (L-41)
70026	9	0580106204100002	statistica, economia e scienze sociali - già statistica, economia e società (L-41)
70026	9	0580106204100003	statistica, finanza e scienze attuariali - già statistica, economia, finanza e assicurazioni (L-41)
70026	3	0580106204200004	storia, antropologia, religioni - già storia culture e religioni. dall'antichità all'età contemporanea (L-42)
70026	3	0580104009800007	studi italiani (5)
70026	2	0580106200100009	studi storico-artistici (L-1)
70026	11	0580106202300003	sustainable building engineering - ingegneria per l'edilizia sostenibile (L-23)
70026	2	0580106200300003	teatro, cinema, media - già arti e scienze dello spettacolo (L-3)
70026	14	0580106204700009	tecnica della riabilitazione psichiatrica - sede di Roma (L/SNT2)
70026	14	0580106204700003	tecnica della riabilitazione psichiatrica - sede di Viterbo (L/SNT2)
70026	14	0580106204800009	tecniche audiometriche (L/SNT3)
70026	14	0580106204800003	tecniche audioprotesiche (L/SNT3)
70026	14	0580106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro - Facoltà di Farmacia e Medicina (L/SNT4)
70026	14	0580106204900003	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro - Facoltà di Medicina e Odontoiatria (L/SNT4)
70026	14	0580106204900004	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro - Facoltà di Medicina e Psicologia (L/SNT4)
70026	14	0580106204800004	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare - Facoltà di Medicina e Odontoiatria (L/SNT3)
70026	14	0580106204800001	tecniche di laboratorio biomedico - Facoltà di Farmacia e Medicina (L/SNT3)
70026	14	0580106204800020	tecniche di laboratorio biomedico - Facoltà di Medicina e Odontoiatria (L/SNT3)
70026	14	0580106204800010	tecniche di laboratorio biomedico - Facoltà di Medicina e Psicologia (L/SNT3)
70026	14	0580106204800006	tecniche di neurofisiopatologia - Facoltà di Medicina e Odontoiatria (L/SNT3)
70026	14	0580106204800005	tecniche di radiologia medica, per immagini e radioterapia - Facoltà di Farmacia e Medicina (L/SNT3)
70026	14	0580106204800019	tecniche di radiologia medica, per immagini e radioterapia - Facoltà di Medicina e Odontoiatria (L/SNT3)
70026	14	0580106204800015	tecniche di radiologia medica, per immagini e radioterapia - Facoltà di Medicina e Psicologia (L/SNT3)
70026	14	0580106204800002	tecniche ortopediche - sede di Latina (L/SNT3)
70026	14	0580106204800011	tecniche ortopediche - sede di Roma (L/SNT3)
70026	9	0580106204400002	tecnologie per la conservazione e il restauro dei beni culturali (L-43)
70026	14	0580106204700002	terapia della neuro e psicomotricità dell'età evolutiva - sede di Latina (L/SNT2)
70026	14	0580106204700017	terapia della neuro e psicomotricità dell'età evolutiva - sede di Roma (L/SNT2)
70026	14	0580106204700005	terapia occupazionale - Facoltà di Medicina e Odontoiatria (L/SNT2)
70026	14	0580106204700012	terapia occupazionale - Facoltà di Medicina e Psicologia (L/SNT2)
70027	2	0580206200100001	beni culturali - già scienze dei beni culturali (L-1)
70027	9	0580204023000001	biotecnologie (1)
70027	9	0580206200200001	biotecnologie (L-2)
70027	7	0580206201800005	business administration & economics - gestione d'impresa e economia (L-18,L-33)
70027	9	0580206202700003	chimica (L-27)
70027	9	0580206202700001	chimica applicata (L-27)
70027	14	0580206204800003	dietistica (L/SNT3)
70027	7	0580206203300001	economia e finanza - già economia dei mercati e degli intermediari finanziari (L-33)
70027	7	0580206201800002	economia e management (L-18)
70027	14	0580206204700008	educazione professionale (L/SNT2)
70027	12	0580206200900011	engineering sciences - scienze dell'ingegneria (L-9)
70027	3	0580206200500001	filosofia (L-5)
70027	9	0580206203000001	fisica (L-30)
70027	14	0580206204700001	fisioterapia (L/SNT2)
70027	5	0580206201600001	global governance - già governance globale (L-16)
70027	14	0580206204800008	igiene dentale (L/SNT3)
70027	14	0580206204600001	infermieristica (L/SNT1)
70027	14	0580206204600003	infermieristica pediatrica (L/SNT1)
70027	10	0580204005100001	informatica (26)
70027	10	0580206203100001	informatica (L-31)
70027	11	0580206200700007	ingegneria civile e ambientale (L-7)
70027	11	0580206202300001	ingegneria dell'edilizia - già scienze e tecniche dell'edilizia (L-23)
70027	12	0580206200800001	ingegneria di internet - già ingegneria delle telecomunicazioni (L-8)
70027	12	0580204001000001	ingegneria elettronica (9)
70027	12	0580206200800004	ingegneria elettronica (L-8)
70027	12	0580206200900001	ingegneria gestionale (L-9)
70027	12	0580206200900012	ingegneria gestionale - teledidattico (L-9)
70027	12	0580206200800002	ingegneria informatica (L-8)
70027	12	0580206200900007	ingegneria meccanica (L-9)
70027	12	0580206200900010	ingegneria medica (L-9)
70027	12	0580206200900009	ingegneria per l'energia e l'ambiente - già ingegneria energetica (L-9)
70027	3	0580204009800001	lettere (5)
70027	3	0580206201000001	lettere (L-10)
70027	4	0580206201100002	lingue e letterature moderne (L-11)
70027	4	0580206201100001	lingue nella società dell'informazione (L-11)
70027	14	0580206204700006	logopedia (L/SNT2)
70027	9	0580206203500001	matematica (L-35)
70027	14	0580206204700009	ortottica ed assistenza oftalmologica (L/SNT2)
70027	14	0580206204600002	ostetricia (L/SNT1)
70027	14	0580206204700002	podologia (L/SNT2)
70027	6	0580206202400001	psicologia generale, dello sviluppo, del genere e del comportamento sociale (L-24)
70027	9	0580206203000007	scienza dei materiali (L-30)
70027	9	0580206201300001	scienze biologiche (L-13)
70027	7	0580206201500001	scienze del turismo (L-15)
70027	5	0580206203600001	scienze dell'amministrazione e delle relazioni internazionali (L-36)
70027	1	0580206201900002	scienze dell'educazione e della formazione (L-19)
70027	5	0580206202000001	scienze della comunicazione (L-20)
70027	9	0580206203500002	scienze e tecnologie per i media (L-35)
70027	15	0580206202200001	scienze motorie (L-22)
70027	2	0580204009300001	storia scienze e tecniche della musica e dello spettacolo (23)
70027	14	0580206204700010	tecnica della riabilitazione psichiatrica (L/SNT2)
70027	14	0580206204800006	tecniche audioprotesiche (L/SNT3)
70027	14	0580206204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70027	14	0580206204800001	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70027	14	0580206204800007	tecniche di laboratorio biomedico (L/SNT3)
70027	14	0580206204800005	tecniche di neurofisiopatologia (L/SNT3)
70027	14	0580206204800004	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70027	14	0580206204800002	tecniche ortopediche (L/SNT3)
70027	14	0580206204700007	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70027	7	0580206201500002	turismo enogastronomico (L-15)
70028	9	0650106202700001	chimica (L-27)
70028	2	0650106200300003	discipline delle arti visive, della musica e dello spettacolo - dall'a.a. 2017/18 (L-3)
70028	7	0650104015400001	economia aziendale (17)
70028	7	0650106201800001	economia aziendale (L-18)
70028	7	0650104015400003	economia e amministrazione delle imprese (17)
70028	7	0650106203300001	economia e commercio (L-33)
70028	7	0650106201800002	economia e management - già economia e gestione delle imprese (L-18)
70028	1	0650106201900003	educatore di ludoteca, laboratori socio-educativi e servizi ricreativi per l'infanzia - già scienze della formazione dell'infanzia e dell'adolescenza (L-19)
70028	9	0650106202900007	farmaceutica e nutraceutica animale (L-29)
70028	3	0650106200500001	filosofia (L-5)
70028	9	0650106203000002	fisica (L-30)
70028	14	0650106204700001	fisioterapia (L/SNT2)
70028	7	0650104015400002	gestione delle amministrazioni pubbliche (17)
70028	13	0650106202500001	gestione e valorizzazione delle risorse agrarie e delle aree protette (L-25)
70028	8	0650106201400001	giurista d'impresa e delle nuove tecnologie (L-14)
70028	14	0650106204600001	infermieristica (L/SNT1)
70028	10	0650106203100001	informatica (L-31)
70028	10	0650106203100002	informatica applicata (L-31)
70028	12	0650106200900006	ingegneria chimica (L-9)
70028	11	0650106200700001	ingegneria civile (L-7)
70028	11	0650106200700002	ingegneria civile per l'ambiente ed il territorio (L-7)
70028	12	0650106200800003	ingegneria dell'informazione per la medicina digitale (L-8)
70028	12	0650104001000001	ingegneria elettronica (9)
70028	12	0650106200800002	ingegneria elettronica (L-8)
70028	12	0650106200900002	ingegneria gestionale (L-9)
70028	12	0650106200800001	ingegneria informatica (L-8)
70028	12	0650106200900001	ingegneria meccanica (L-9)
70028	3	0650106201000001	lettere (L-10)
70028	3	0650104009800001	lettere - già discipline letterarie (5)
70028	4	0650106201100003	lingue e culture straniere (L-11)
70028	9	0650104005000001	matematica (32)
70028	9	0650106203500002	matematica (L-35)
70028	14	0650106204600003	ostetricia (L/SNT1)
70028	9	0650106203200001	scienze ambientali - già valutazione e controllo ambientale (L-32)
70028	9	0650106201300001	scienze biologiche (L-13)
70028	2	0650104008700001	scienze dei beni culturali (13)
70028	2	0650106200100001	scienze dei beni culturali - già beni culturali e discipline delle arti e dello spettacolo (L-1)
70028	14	0650106203900001	scienze del servizio sociale (L-39)
70028	7	0650106201500001	scienze del turismo - già economia, valorizzazione, gestione del patrimonio turistico (L-15)
70028	5	0650106201600001	scienze dell'amministrazione e dell'organizzazione (L-16)
70028	1	0650106201900002	scienze dell'educazione (L-19)
70028	5	0650106202000001	scienze della comunicazione (L-20)
70028	15	0650106202200001	scienze delle attività motorie, sportive e dell'educazione psicomotoria (L-22)
70028	9	0650106203000003	scienze e nanotecnologie per la sostenibilità (L-30)
70028	5	0650106203600001	scienze politiche e delle relazioni internazionali (L-36)
70028	5	0650104017200001	sociologia (36)
70028	5	0650106204000001	sociologia (L-40)
70028	9	0650106204100001	statistica per i big data (L-41)
70028	5	0650106203600002	studi diplomatici, internazionali e sulla sicurezza globale (L-36)
70028	14	0650106204800001	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70028	9	0650106202900006	tecniche erboristiche (L-29)
70029	9	0900106200200001	biotecnologie e analisi bioinformatiche - già biotecnologie (L-2)
70029	9	0900106202700003	chimica (L-27)
70029	5	0900106202000003	comunicazione pubblica e professioni dell'Informazione - già scienze della comunicazione (L-20)
70029	2	0900106200400001	design (L-4)
70029	7	0900104015400001	economia aziendale (17)
70029	7	0900106201800006	economia e management (L-18, ex L-33)
70029	7	0900106201800005	economia e management del turismo (L-18)
70029	14	0900106204700002	fisioterapia (L/SNT2)
70029	14	0900106204600005	infermieristica (L/SNT1)
70029	12	0900106200900001	ingegneria industriale - già gestione energetica e sicurezza (L-9)
70029	12	0900106200800001	ingegneria informatica (L-8)
70029	3	0900104009800003	lettere (5)
70029	3	0900106201000002	lettere - già scienze delle lettere e della comunicazione (L-10, ex L-20)
70029	14	0900106204700007	logopedia (L/SNT2)
70029	4	0900106201200010	mediazione linguistica e culturale (L-12)
70029	14	0900106204600004	ostetricia (L/SNT1)
70029	5	0900106200600001	progettazione, gestione e promozione turistica di itinerari della cultura e dell'ambiente (L-6)
70029	13	0900106202500004	scienze agro-zootecniche (L-25)
70029	9	0900106201300002	scienze biologiche (L-13)
70029	2	0900106200100004	scienze dei beni culturali (L-1)
70029	8	0900106201400001	scienze dei servizi giuridici - già diritto delle amministrazioni e delle imprese pubbliche e private (L-14)
70029	11	0900106201700001	scienze dell'architettura e del progetto (L-17)
70029	1	0900106200500003	scienze dell'educazione - già filosofia e scienze dell'educazione (L-19, ex L-5)
70029	6	0900106202400001	scienze e tecniche psicologiche dei processi cognitivi (L-24)
70029	13	0900106202500002	scienze e tecnologie agrarie (L-25)
70029	13	0900106202500001	scienze forestali e ambientali (L-25)
70029	15	0900106202200001	scienze motorie, sportive e benessere dell'uomo (L-22)
70029	9	0900106203200003	scienze naturali (L-32)
70029	5	0900106201600004	scienze politiche - già scienze della politica e dell'amministrazione (L-36, ex L-16)
70029	5	0900106205200001	scienze strategiche e giuridiche della difesa e della sicurezza - già sicurezza e cooperazione internazionale (L/DS)
70029	14	0900106203900001	servizio sociale - già servizio sociale a indirizzo europeo (L-39)
70029	7	0900106201500005	sviluppo turistico e territori digitali - già lingue, culture e tecniche per il turismo (L-15)
70029	14	0900106204800004	tecniche di laboratorio biomedico (L/SNT3)
70029	14	0900106204800010	tecniche di radiologia medica, per immagini e radioterapia - dall'a.a. 2020/21 (L/SNT3)
70029	13	0900106202600006	tecnologie viticole, enologiche, alimentari (L-26)
70029	11	0900106202100001	urbanistica. progetto ambientale della città e del territorio - già urbanistica. pianificazione della città, del territorio, dell'ambiente e del paesaggio. (L-21)
70030	13	0520106202500001	agribusiness (L-25)
70030	13	0520106205500001	agribusiness (L-P02)
70030	9	0520106200200001	biotecnologie (L-2)
70030	5	0520106202000001	comunicazione, lingue e culture - già scienze della comunicazione (L-20)
70030	14	0520106204800005	dietistica (L/SNT3)
70030	7	0520106201800003	economia e commercio (L-18)
70030	7	0520106201800004	economics and management - economia e management (L-18,L-33)
70030	3	0520104009600001	filosofia (29)
70030	3	0520104009600003	filosofia, storia e comunicazione (29)
70030	9	0520106203000001	fisica e tecnologie avanzate (L-30)
70030	14	0520106204700004	fisioterapia (L/SNT2)
70030	14	0520106204800009	igiene dentale (L/SNT3)
70030	14	0520106204600007	infermieristica (L/SNT1)
70030	12	0520106200800004	ingegneria gestionale (L-8)
70030	12	0520106200800002	ingegneria informatica e dell'informazione (L-8)
70030	3	0520104009800001	letterature d'Italia e d'Europa (5)
70030	4	0520106201100003	lingue per la comunicazione interculturale e d'impresa (L-11)
70030	14	0520106204700006	logopedia (L/SNT2)
70030	9	0520106203500001	matematica (L-35)
70030	14	0520106204700005	ortottica ed assistenza oftalmologica (L/SNT2)
70030	14	0520106204600008	ostetricia (L/SNT1)
70030	9	0520106203200004	scienze ambientali e naturali (L-32)
70030	9	0520104005500002	scienze biologiche (12)
70030	9	0520106201300002	scienze biologiche (L-13)
70030	9	0520106202700004	scienze chimiche (L-27)
70030	8	0520106201400005	scienze dei servizi giuridici - già servizi giuridici (L-14)
70030	14	0520106203900001	scienze del servizio sociale (L-39)
70030	1	0520106201900001	scienze dell'educazione e della formazione (L-19)
70030	7	0520106203300008	scienze economiche e bancarie (L-33)
70030	9	0520106203400003	scienze geologiche - già geologia per l'ambiente e il territorio  (L-34)
70030	5	0520106203600002	scienze politiche (L-36)
70030	2	0520106200100001	scienze storiche e del patrimonio culturale (L-1)
70030	3	0520106201000012	studi letterari e filosofici - già studi umanistici (L-10)
70030	14	0520106204800011	tecniche audioprotesiche (L/SNT3)
70030	14	0520104050600003	tecniche audioprotesiche (SNT/3)
70030	14	0520106204900004	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70030	14	0520106204800006	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70030	14	0520106204800007	tecniche di laboratorio biomedico (L/SNT3)
70030	14	0520106204800010	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70031	7	0010106201800010	amministrazione aziendale (L-18)
70031	7	0010104015400002	banca, borsa e assicurazione (17)
70031	7	0010106201800009	banca, borsa e assicurazione (L-18)
70031	2	0010106200100005	beni culturali - già beni culturali-archeologia, storia dell'arte, archivistica e biblioteconomia (L-1)
70031	9	0010104023000001	biotecnologie (1)
70031	9	0010106200200003	biotecnologie (L-2)
70031	7	0010106201800011	business & management - economia e gestione aziendale (L-18)
70031	9	0010106202700007	chimica e tecnologie chimiche (L-27)
70031	9	0010106202700005	chimica industriale (L-27)
70031	9	0010104005300003	chimica industriale - già scienza e tecnologie chimiche per l'industria e l'ambiente (21)
70031	7	0010104015400003	commercio estero (17)
70031	3	0010104009800001	comunicazione interculturale (5)
70031	5	0010106202000004	comunicazione interculturale (L-20)
70031	5	0010106201600001	consulenza del lavoro e gestione delle risorse umane - già scienze dell'amministrazione e consulenza del lavoro (L-16)
70031	3	0010106201000009	culture e letterature del mondo moderno (L-10)
70031	2	0010106200300001	dams (L-3)
70031	14	0010106204800010	dietistica (L/SNT3)
70031	8	0010106201400004	diritto agroalimentare - già scienze del diritto italiano ed europeo (L-14)
70031	8	0010104015100001	diritto ed economia per l'impresa (2)
70031	8	0010106201400007	diritto per le imprese e le istituzioni - già scienze del diritto e dell'attività normativa (L-14)
70031	2	0010104009300002	discipline dell'arte, della musica e dello spettacolo (23)
70031	7	0010106203300002	economia - già economia e commercio (L-33)
70031	7	0010104015400004	economia aziendale (17)
70031	7	0010106201800005	economia aziendale (L-18)
70031	7	0010104015300006	economia e commercio (28)
70031	7	0010104015400006	economia e gestione delle imprese (17)
70031	7	0010106203300003	economia e statistica per le organizzazioni (L-33)
70031	14	0010106204700003	educazione professionale (L/SNT2)
70031	14	0010104050500013	educazione professionale (SNT/2)
70031	3	0010106200500002	filosofia (L-5)
70031	9	0010106203000002	fisica (L-30)
70031	14	0010106204700005	fisioterapia (L/SNT2)
70031	8	0010106201400008	global law and transnational legal studies - diritto della globalizzazione e studi giuridici transnazionali  (L-14)
70031	14	0010106204800007	igiene dentale (L/SNT3)
70031	14	0010106204600005	infermieristica - sede di Aosta (L/SNT1)
70031	14	0010106204600014	infermieristica - sede di Asti (L/SNT1)
70031	14	0010106204600017	infermieristica - sedi di Cuneo e Orbassano (L/SNT1)
70031	14	0010106204600009	infermieristica - sedi di Torino e Ivrea (L/SNT1)
70031	14	0010106204600018	infermieristica pediatrica (L/SNT1)
70031	10	0010106203100004	informatica (L-31)
70031	5	0010106202000009	innovazione sociale, comunicazione, nuove tecnologie (L-20)
70031	3	0010104009800002	lettere (5)
70031	3	0010106201000008	lettere (L-10)
70031	4	0010106201200001	lingue e culture dell'asia e dell'africa (L-12)
70031	7	0010106201500001	lingue e culture per il turismo - già scienze del turismo (L-15)
70031	4	0010106201100001	lingue e letterature moderne (L-11)
70031	4	0010104010200001	lingue e letterature moderne - già lingue e letterature straniere (11)
70031	14	0010106204700010	logopedia (L/SNT2)
70031	7	0010104015400011	management dell'informazione e della comunicazione aziendale (17)
70031	7	0010106201800004	management dell'informazione e della comunicazione aziendale (L-18)
70031	9	0010106203500005	matematica (L-35)
70031	9	0010106203500002	matematica per l'economia, la finanza e l'assicurazione - già matematica per la finanza e l'assicurazione (L-35)
70031	14	0010106204700001	ortottica ed assistenza oftalmologica (L/SNT2)
70031	14	0010106204600013	ostetricia (L/SNT1)
70031	9	0010106203000003	ottica e optometria (L-30)
70031	9	0010106202700006	scienza e tecnologia dei materiali (L-27)
70031	9	0010104005500002	scienze biologiche (12)
70031	9	0010106201300005	scienze biologiche (L-13)
70031	2	0010104008700003	scienze dei beni culturali (13)
70031	7	0010104010500001	scienze del turismo (39)
70031	5	0010106201600002	scienze dell'amministrazione digitale - già scienze dell'amministrazione (L-16)
70031	5	0010104016600002	scienze dell'amministrazione e consulenza del lavoro (19)
70031	1	0010106201900004	scienze dell'educazione (L-19)
70031	1	0010104010400008	scienze dell'educazione - sede di Savigliano (18)
70031	1	0010104010400001	scienze dell'educazione - sede di Torino (18)
70031	5	0010104009200001	scienze della comunicazione (14)
70031	5	0010106202000008	scienze della comunicazione (L-20)
70031	4	0010106201200002	scienze della mediazione linguistica (L-12)
70031	15	0010106202200001	scienze e tecniche delle attività motorie e sportive - già scienze delle attività motorie e sportive (L-22)
70031	6	0010104005700004	scienze e tecniche neuropsicologiche (34)
70031	6	0010106202400001	scienze e tecniche psicologiche (L-24)
70031	13	0010106202500001	scienze e tecnologie agrarie (L-25)
70031	13	0010106202500002	scienze forestali e ambientali (L-25)
70031	5	0010104009700001	scienze geografiche e territoriali (30)
70031	9	0010104005400001	scienze geologiche (16)
70031	9	0010106203400001	scienze geologiche (L-34)
70031	8	0010104015000002	scienze giuridiche - sede di Cuneo (31)
70031	8	0010104015000001	scienze giuridiche - sede di Torino (31)
70031	5	0010106203600005	scienze internazionali, dello sviluppo e della cooperazione (L-36)
70031	15	0010104023200001	scienze motorie e sportive (33)
70031	9	0010106203200001	scienze naturali (L-32)
70031	5	0010106203600002	scienze politiche e sociali (L-36)
70031	5	0010104050800001	scienze strategiche (DS/1)
70031	5	0010106205200001	scienze strategiche e della sicurezza (L/DS)
70031	14	0010106203900001	servizio sociale (L-39)
70031	14	0010104016800001	servizio sociale - torino (6)
70031	13	0010106203800001	sistemi zootecnici sostenibili - già produzioni e gestione degli animali in allevamento e selvatici (L-38)
70031	3	0010104010600002	società e culture d'europa (38)
70031	5	0010104017200001	sociologia e ricerca sociale - già scienze sociali comparate (36)
70031	3	0010106204200004	storia (L-42)
